Freebase Player Key	Player Name	Freebase Nationality Key	Nationality	Freebase relation
 	Pavlo Kotovenko	m.07t21	Ukraine	people.person.nationality
 	Philipp BÃ¶wing-Schmalenbrock	m.0345h	Germany	people.person.nationality
 	Bernhard Meisl	m.0345h	Germany	people.person.nationality
 	Gordon Schneider	m.0345h	Germany	people.person.nationality
 	Thomas Balzert	m.0345h	Germany	people.person.nationality
 	Daniel Ernemann	m.0345h	Germany	people.person.nationality
 	Lars Jordan	m.0345h	Germany	people.person.nationality
 	David Pirri	m.06mkj	Spain	people.person.nationality
 	Ismael Ruiz	m.06mkj	Spain	people.person.nationality
 	Mustafa Ramazan	m.01znc_	Turkey	people.person.nationality
 	Marco Fladung	m.0345h	Germany	people.person.nationality
 	Marcel Pronk	m.059j2	Netherlands	people.person.nationality
 	Torsten Lieberknecht	m.0345h	Germany	people.person.nationality
 	Steve Bowey	m.02jx1	England	people.person.nationality
 	Antonio Castellino	m.03rjj	Italy	people.person.nationality
 	Ladeira	m.05r4w	Portugal	people.person.nationality
 	Dajan Simac	m.01pj7	Croatia	people.person.nationality
 	Yohann PelÃ©	m.0f8l9c	France	people.person.nationality
 	Jim Paterson	m.06q1r	Scotland	people.person.nationality
 	David Schmieg	m.0345h	Germany	people.person.nationality
 	Aclil Yazgin	m.01znc_	Turkey	people.person.nationality
 	Craig Armstrong	m.02jx1	England	people.person.nationality
 	Timo Uster	m.0345h	Germany	people.person.nationality
 	Fabrizio Miccoli	m.03rjj	Italy	people.person.nationality
 	Oliver Bunzenthal	m.0345h	Germany	people.person.nationality
 	Manuel RÃ¶dl	m.0h7x	Austria	people.person.nationality
 	Mervan Cuturic	m.077qn	Serbia	people.person.nationality
 	Kevin Austin	m.09lxtg	Trinidad and Tobago	people.person.nationality
 	Vedran Runje	m.01pj7	Croatia	people.person.nationality
 	GaÃ«l Clichy	m.0f8l9c	France	people.person.nationality
 	Markus Osthoff	m.0345h	Germany	people.person.nationality
 	Heiko Bonan	m.0345h	Germany	people.person.nationality
 	Sebastian Kroth	m.0345h	Germany	people.person.nationality
 	Ousmane N'Doye	m.06srk	Senegal	people.person.nationality
 	Michael PreuÃŸ	m.0345h	Germany	people.person.nationality
 	Meysam Shahhosseini	m.03shp	Iran	people.person.nationality
 	Daniel Stendel	m.0345h	Germany	people.person.nationality
 	Giovanni Tedesco	m.03rjj	Italy	people.person.nationality
 	Esteban Cambiasso	m.0jgd	Argentina	people.person.nationality
 	Maurice Verberne	m.059j2	Netherlands	people.person.nationality
 	Sasa Markovic	m.077qn	Serbia	people.person.nationality
 	Igor Balis	m.06npd	Slovakia	people.person.nationality
 	Daniel Gerling	m.0345h	Germany	people.person.nationality
 	Bertrand Bingana	m.0345h	Germany	people.person.nationality
 	Volkan Dogan	m.01znc_	Turkey	people.person.nationality
 	Dave Zafarin	m.059j2	Netherlands	people.person.nationality
 	Frank Juric	m.0chghy	Australia	people.person.nationality
 	Jens Todt	m.0345h	Germany	people.person.nationality
 	Everaldo	m.015fr	Brazil	people.person.nationality
 	Everaldo	m.015fr	Brazil	people.person.nationality
 	Edgar Davids	m.059j2	Netherlands	people.person.nationality
 	Mustafa Kalkan	m.0154j	Belgium	people.person.nationality
 	Michael Lehmann	m.0345h	Germany	people.person.nationality
 	Alexander Ogrinc	m.0345h	Germany	people.person.nationality
 	Mark Iuliano	m.03rjj	Italy	people.person.nationality
 	Paris Triantaphillidis	m.0345h	Germany	people.person.nationality
 	GÃ¼ven Varol	m.01znc_	Turkey	people.person.nationality
 	Christian Meyer	m.0345h	Germany	people.person.nationality
 	Philipp BÃ¶nig	m.0345h	Germany	people.person.nationality
 	Svetozar Okrucky	m.06npd	Slovakia	people.person.nationality
 	Paul Gascoigne	m.02jx1	England	people.person.nationality
 	Christian Maly	m.0345h	Germany	people.person.nationality
 	Tim Roggermeier	m.0345h	Germany	people.person.nationality
 	Tomi Visuri	m.02vzc	Finland	people.person.nationality
 	Marco Konrad	m.0345h	Germany	people.person.nationality
 	Paul Murgatroyd	m.09c7w0	United States of America	people.person.nationality
 	Christian Thonhofer	m.0h7x	Austria	people.person.nationality
 	Alexander Dlugaiczyk	m.0345h	Germany	people.person.nationality
 	Daniel Backenhaus	m.0345h	Germany	people.person.nationality
 	Thomas Nentwich	m.0h7x	Austria	people.person.nationality
 	Torge Hollmann	m.0345h	Germany	people.person.nationality
 	Nico-Jan Hoogma	m.059j2	Netherlands	people.person.nationality
 	Hayati KÃ¶se	m.01znc_	Turkey	people.person.nationality
 	Andreas BÃ¶ttrich	m.0345h	Germany	people.person.nationality
 	Valdas Ivanauskas	m.04gzd	Lithuania	people.person.nationality
 	Patrick Goncalves	m.05r4w	Portugal	people.person.nationality
 	Orhan Ã–zkara	m.01znc_	Turkey	people.person.nationality
 	AndrÃ© WeingÃ¤rtner	m.0345h	Germany	people.person.nationality
 	Yannick Vervalle	m.0154j	Belgium	people.person.nationality
 	Heiko Ansorge	m.0345h	Germany	people.person.nationality
 	Anastasios Tsokanis	m.035qy	Greece	people.person.nationality
 	Diego Klimowicz	m.0jgd	Argentina	people.person.nationality
 	Jacques Goumai	m.07f5x	Togo	people.person.nationality
 	Dennis Rudel	m.0345h	Germany	people.person.nationality
 	Zuhaitz Gurrutxaga	m.06mkj	Spain	people.person.nationality
 	Russell Anderson	m.06q1r	Scotland	people.person.nationality
 	Willy GuÃ©ret	m.0f8l9c	France	people.person.nationality
 	Antonio Rubiano-Prada	m.06mkj	Spain	people.person.nationality
 	Torsten Frings	m.0345h	Germany	people.person.nationality
 	Carl Asaba	m.02jx1	England	people.person.nationality
 	Carsten Cullmann	m.0345h	Germany	people.person.nationality
 	Can BÃ¶gÃ¼s	m.0345h	Germany	people.person.nationality
 	Christian Henning	m.0345h	Germany	people.person.nationality
 	Danny Dichio	m.02jx1	England	people.person.nationality
 	Miroslav Jovic	m.077qn	Serbia	people.person.nationality
 	JÃ¼rgen Kauz	m.0h7x	Austria	people.person.nationality
 	Klaus Welter	m.0345h	Germany	people.person.nationality
 	Dominic Blizzard	m.02jx1	England	people.person.nationality
 	Markus Saalbach	m.0345h	Germany	people.person.nationality
 	Marco Held	m.0345h	Germany	people.person.nationality
 	Oliver Zeug	m.0345h	Germany	people.person.nationality
 	BrandÃ£o	m.015fr	Brazil	people.person.nationality
 	Jacek Bak	m.05qhw	Poland	people.person.nationality
 	Anthony Obodai	m.035dk	Ghana	people.person.nationality
 	Vlademir	m.015fr	Brazil	people.person.nationality
 	Hakim Oulmadane	m.04wgh	Morocco	people.person.nationality
 	Vangelis Moras	m.035qy	Greece	people.person.nationality
 	Serdar Yilmaz	m.01znc_	Turkey	people.person.nationality
 	Kreso Kovacec	m.0345h	Germany	people.person.nationality
 	Patrick Priant	m.06mzp	Switzerland	people.person.nationality
 	Steve Ferguson	m.06q1r	Scotland	people.person.nationality
 	Evgen Bredun	m.07t21	Ukraine	people.person.nationality
 	Johan Audel	m.0f8l9c	France	people.person.nationality
 	Marcus Steinberger	m.0345h	Germany	people.person.nationality
 	Bartosz Partyka	m.05qhw	Poland	people.person.nationality
 	Juan EsnÃ¡ider	m.0jgd	Argentina	people.person.nationality
 	Alain Roche	m.0f8l9c	France	people.person.nationality
 	Alexander Roso	m.0345h	Germany	people.person.nationality
 	Abdullah Boz	m.01znc_	Turkey	people.person.nationality
 	Abdulrahman Issah Danladi	m.035dk	Ghana	people.person.nationality
 	Tino Gerschewski	m.0345h	Germany	people.person.nationality
 	Kay Stisi	m.0345h	Germany	people.person.nationality
 	Thomas Bruckner	m.0345h	Germany	people.person.nationality
 	Youssef Rossi	m.04wgh	Morocco	people.person.nationality
 	Feliciano Condesso	m.05r4w	Portugal	people.person.nationality
 	Brian McGinty	m.06q1r	Scotland	people.person.nationality
 	Chris Templeman	m.06q1r	Scotland	people.person.nationality
 	Gerald SchrÃ¶der	m.0345h	Germany	people.person.nationality
 	Alexander SchÃ¤tz	m.0345h	Germany	people.person.nationality
 	Kanfory Sylla	m.03676	Guinea	people.person.nationality
 	Kujtim Hasani	m.0jdx	Albania	people.person.nationality
 	Jon Stevenson	m.02jx1	England	people.person.nationality
 	Poul N. Poulsen	m.02w9s	Faroe Islands	people.person.nationality
 	Sven Steup	m.0345h	Germany	people.person.nationality
 	Thomas Stehle	m.0345h	Germany	people.person.nationality
 	Brian Smith	m.06q1r	Scotland	people.person.nationality
 	Adrian Eugster	m.06mzp	Switzerland	people.person.nationality
 	DarÃ© NibombÃ©	m.07f5x	Togo	people.person.nationality
 	Juanele	m.06mkj	Spain	people.person.nationality
 	Peter	m.015fr	Brazil	people.person.nationality
 	Filgueira	m.015fr	Brazil	people.person.nationality
 	Morten Rasmussen	m.0k6nt	Denmark	people.person.nationality
 	Marko Rehmer	m.0345h	Germany	people.person.nationality
 	Kevin Harper	m.06q1r	Scotland	people.person.nationality
 	Xabi Alonso	m.06mkj	Spain	people.person.nationality
 	Soner Sahin	m.01znc_	Turkey	people.person.nationality
 	Thierry Gathuessi	m.01nln	Cameroon	people.person.nationality
 	Serkan Boyar	m.01znc_	Turkey	people.person.nationality
 	Bastian Reinhardt	m.0345h	Germany	people.person.nationality
 	Craig Samson	m.06q1r	Scotland	people.person.nationality
 	Markus Gabriel	m.0345h	Germany	people.person.nationality
 	Sreto Ristic	m.077qn	Serbia	people.person.nationality
 	David McCracken	m.06q1r	Scotland	people.person.nationality
 	Daniel Contin	m.0345h	Germany	people.person.nationality
 	IbÃ¡n Cuadrado	m.06mkj	Spain	people.person.nationality
 	John Eustace	m.02jx1	England	people.person.nationality
 	Aimen Demai	m.07fj_	Tunisia	people.person.nationality
 	Evando	m.015fr	Brazil	people.person.nationality
 	Thomas Pfannkuch	m.0345h	Germany	people.person.nationality
 	Werner Protzel	m.0345h	Germany	people.person.nationality
 	Markus Babbel	m.0345h	Germany	people.person.nationality
 	Roel Brouwers	m.059j2	Netherlands	people.person.nationality
 	Kevin Rutkiewicz	m.06q1r	Scotland	people.person.nationality
 	Jan Holland	m.0345h	Germany	people.person.nationality
 	Peter Voets	m.0154j	Belgium	people.person.nationality
 	Roman Kratochvil	m.06npd	Slovakia	people.person.nationality
 	Wim Raymaekers	m.0154j	Belgium	people.person.nationality
 	Torsten Klaus	m.0345h	Germany	people.person.nationality
 	Nicky Southall	m.02jx1	England	people.person.nationality
 	Andreas Golombek	m.0345h	Germany	people.person.nationality
 	Lars Ebeling	m.0345h	Germany	people.person.nationality
 	Bastian GÃ¶rrissen	m.0345h	Germany	people.person.nationality
 	Fernando Gamboa	m.0jgd	Argentina	people.person.nationality
 	Babis Stefanidis	m.0d0vqn	Sweden	people.person.nationality
 	Nicolae Mitea	m.06c1y	Romania	people.person.nationality
 	Carsten Rump	m.0345h	Germany	people.person.nationality
 	Sascha Grzella	m.0345h	Germany	people.person.nationality
 	Sascha Hildmann	m.0345h	Germany	people.person.nationality
 	Allan Olesen	m.0k6nt	Denmark	people.person.nationality
 	Allan Olesen	m.0k6nt	Denmark	people.person.nationality
 	Frank Wiedemann	m.0345h	Germany	people.person.nationality
 	JosÃ© Manuel Pinto	m.06mkj	Spain	people.person.nationality
 	Ola Tidman	m.0d0vqn	Sweden	people.person.nationality
 	Thomas Gerhardt	m.0345h	Germany	people.person.nationality
 	Mortaza Naseri	m.0jdd	Afghanistan	people.person.nationality
 	Stefan Moore	m.02jx1	England	people.person.nationality
 	Mohammed Camara	m.03676	Guinea	people.person.nationality
 	Mohammed Camara	m.0hdx8	Gambia	people.person.nationality
 	Javi Moreno	m.06mkj	Spain	people.person.nationality
 	Alexander Neulinger	m.0345h	Germany	people.person.nationality
 	Kevin Pecqueux	m.0154j	Belgium	people.person.nationality
 	Christian Mack	m.0345h	Germany	people.person.nationality
 	David Kruppa	m.0345h	Germany	people.person.nationality
 	Johnny Heitinga	m.059j2	Netherlands	people.person.nationality
 	Sascha Gerritzen	m.0345h	Germany	people.person.nationality
 	Jan Van Steenberghe	m.0154j	Belgium	people.person.nationality
 	Dennis Dourandi	m.01nln	Cameroon	people.person.nationality
 	Ufuk Cicek	m.01znc_	Turkey	people.person.nationality
 	Sjoerd Schrier	m.059j2	Netherlands	people.person.nationality
 	Nikolaos Kolobourdas	m.035qy	Greece	people.person.nationality
 	Josef SchrÃ¶er	m.0345h	Germany	people.person.nationality
 	Mirko Poledica	m.077qn	Serbia	people.person.nationality
 	RenÃ© Messinger	m.0h7x	Austria	people.person.nationality
 	Alessandro Del Piero	m.03rjj	Italy	people.person.nationality
 	Edwin de Graaf	m.059j2	Netherlands	people.person.nationality
 	Hjalte Bo NÃ¶rregaard	m.0k6nt	Denmark	people.person.nationality
 	Chen Yang	m.0d05w3	China	people.person.nationality
 	Salomon Kalou	 	Cote d'Ivoire	people.person.nationality
 	Samet Atulahi	m.0bk25	Macedonia	people.person.nationality
 	Luwamo Garcia	m.0j4b	Angola	people.person.nationality
 	Thomas WeiÃŸ	m.0345h	Germany	people.person.nationality
 	RogÃ©rio Ceni	m.015fr	Brazil	people.person.nationality
 	Frank Rietschel	m.0345h	Germany	people.person.nationality
 	RenÃ© Keffel	m.0345h	Germany	people.person.nationality
 	Javi GonzÃ¡lez	m.06mkj	Spain	people.person.nationality
 	Geert den Ouden	m.059j2	Netherlands	people.person.nationality
 	Regillio Vrede	m.059j2	Netherlands	people.person.nationality
 	Traianos Dellas	m.035qy	Greece	people.person.nationality
 	Zoran Mirkovic	m.077qn	Serbia	people.person.nationality
 	Paul Lawson	m.06q1r	Scotland	people.person.nationality
 	Alper Mutlu Ã–zel	m.01znc_	Turkey	people.person.nationality
 	Almir Duric	m.0154j	Belgium	people.person.nationality
 	Ashley Lyth	m.02jx1	England	people.person.nationality
 	Montiel	m.06mkj	Spain	people.person.nationality
 	Roman Berezovskiy	m.0jgx	Armenia	people.person.nationality
 	Wolfram HÃ¶rner	m.0345h	Germany	people.person.nationality
 	Alex Burke	m.06q1r	Scotland	people.person.nationality
 	Steve Haslam	m.02jx1	England	people.person.nationality
 	Osvaldo Fattori	m.03rjj	Italy	people.person.nationality
 	Paulinho	m.015fr	Brazil	people.person.nationality
 	Paulinho	m.015fr	Brazil	people.person.nationality
 	Michael Jackson	m.02jx1	England	people.person.nationality
 	Ã–mÃ¼r Kaplan	m.01znc_	Turkey	people.person.nationality
 	Andreas ClauÃŸ	m.0345h	Germany	people.person.nationality
 	Bastien Chantry	m.0154j	Belgium	people.person.nationality
 	Thibaut Detal	m.0154j	Belgium	people.person.nationality
 	Hamdi Dagdelen	m.01znc_	Turkey	people.person.nationality
 	Eric Agyemang	m.0345h	Germany	people.person.nationality
 	Bobby Linn	m.06q1r	Scotland	people.person.nationality
 	Jean-Paul de Jong	m.059j2	Netherlands	people.person.nationality
 	Nuno Claro	m.05r4w	Portugal	people.person.nationality
 	FrÃ©dÃ©ric NÃ©e	m.0f8l9c	France	people.person.nationality
 	Pierre Deblock	m.0f8l9c	France	people.person.nationality
 	Tom Peeters	m.0154j	Belgium	people.person.nationality
 	Dirk Wallbott	m.0345h	Germany	people.person.nationality
 	Lars Hermel	m.0345h	Germany	people.person.nationality
 	David Dunn	m.02jx1	England	people.person.nationality
 	Rodrigo Beckham	m.015fr	Brazil	people.person.nationality
 	Dirk Memmersheim	m.0345h	Germany	people.person.nationality
 	Daniel Andersson	m.0d0vqn	Sweden	people.person.nationality
 	Daniel Andersson	m.0d0vqn	Sweden	people.person.nationality
 	SÃ©bastien Piocelle	m.0f8l9c	France	people.person.nationality
 	Mark Zimmermann	m.0345h	Germany	people.person.nationality
 	Kevin Nethe	m.0345h	Germany	people.person.nationality
 	EyjÃ³lfur Sverrisson	m.03rj0	Iceland	people.person.nationality
 	Matthias Langkamp	m.0345h	Germany	people.person.nationality
 	Thorsten Lenze	m.0345h	Germany	people.person.nationality
 	Ralph MÃ¼ller-Gesser	m.0345h	Germany	people.person.nationality
 	Christian Dorobek	m.0345h	Germany	people.person.nationality
 	SÃ©bastien PÃ©rez	m.0f8l9c	France	people.person.nationality
 	HÃ¼seyin Altindag	m.0345h	Germany	people.person.nationality
 	Zivojin Juskic	m.077qn	Serbia	people.person.nationality
 	Tony Schnuphase	m.0345h	Germany	people.person.nationality
 	Danko Boskovic	m.0345h	Germany	people.person.nationality
 	Ellery Cairo	m.059j2	Netherlands	people.person.nationality
 	Christian WÃ¶rns	m.0345h	Germany	people.person.nationality
 	Veselin Popovic	m.077qn	Serbia	people.person.nationality
 	Norman Lund	m.0345h	Germany	people.person.nationality
 	Nils Matthiessen	m.0345h	Germany	people.person.nationality
 	Stefan WÃ¤chter	m.0345h	Germany	people.person.nationality
 	Jan Zimmermann	m.0345h	Germany	people.person.nationality
 	Jan Zimmermann	m.0345h	Germany	people.person.nationality
 	Philippe LÃ©onard	m.0154j	Belgium	people.person.nationality
 	Giuseppe Gemiti	m.0345h	Germany	people.person.nationality
 	Leigh Hinds	m.02jx1	England	people.person.nationality
 	David Arteaga	m.06mkj	Spain	people.person.nationality
 	Santi Denia	m.06mkj	Spain	people.person.nationality
 	Thomas Spiotta	m.0345h	Germany	people.person.nationality
 	Adam Boyd	m.02jx1	England	people.person.nationality
 	Konstantin Konoplev	m.06bnz	Russia	people.person.nationality
 	Unai Vergara	m.06mkj	Spain	people.person.nationality
 	BjÃ¶rn Dollmann	m.0345h	Germany	people.person.nationality
 	Jeremy Boakye	m.035dk	Ghana	people.person.nationality
 	Thorsten Lentz	m.0345h	Germany	people.person.nationality
 	Aboubacar SankharÃ©	m.0f8l9c	France	people.person.nationality
 	Sebastian Engel	m.0345h	Germany	people.person.nationality
 	Jamie Ewings	m.06q1r	Scotland	people.person.nationality
 	Tomasz Kos	m.05qhw	Poland	people.person.nationality
 	Antonio Esposito	m.06mzp	Switzerland	people.person.nationality
 	Ahmet Karazehir	m.01znc_	Turkey	people.person.nationality
 	Christian Schilling	m.0h7x	Austria	people.person.nationality
 	AndrÃ© Gumprecht	m.0345h	Germany	people.person.nationality
 	Markus Husterer	m.0345h	Germany	people.person.nationality
 	Escaich	m.06mkj	Spain	people.person.nationality
 	Marc Janko	m.0h7x	Austria	people.person.nationality
 	Frank Lehmann	m.0345h	Germany	people.person.nationality
 	Abderaouf Zarabi	m.0h3y	Algeria	people.person.nationality
 	Sascha Dreher	m.0345h	Germany	people.person.nationality
 	Alessandro Pierini	m.03rjj	Italy	people.person.nationality
 	Mariusz Lewandowski	m.05qhw	Poland	people.person.nationality
 	GÃ¼nther Niggel	m.0345h	Germany	people.person.nationality
 	Thomas Kerwer	m.0345h	Germany	people.person.nationality
 	Glen Salmon	m.0hzlz	South Africa	people.person.nationality
 	Cristian FiÃ©l	m.0345h	Germany	people.person.nationality
 	Yunus Altun	m.01znc_	Turkey	people.person.nationality
 	Danny Mathijssen	m.059j2	Netherlands	people.person.nationality
 	KreÅ¡imir Stanic	m.06mzp	Switzerland	people.person.nationality
 	Timo Dovengerds	m.0345h	Germany	people.person.nationality
 	Marcel Richter	m.0345h	Germany	people.person.nationality
 	Anthony Lurling	m.059j2	Netherlands	people.person.nationality
 	Jean Philip Becht	m.059j2	Netherlands	people.person.nationality
